,gen_type,gen_load_zone,value
341,Wind,OR_W,10.140000013963
342,Wind,OR_WA_BPA,3.5284
343,Wind,UT_N,3.21
344,Wind,UT_S,4.836853142778
345,Wind,WA_ID_AVA,7.1706
346,Wind,WA_N_CEN,9.75
347,Wind,WA_SEATAC,4.014e-08
348,Wind,WA_W,2.88
349,Wind,WY_NE,0.660013462607
350,Wind,WY_NW,0.68528
351,Wind,WY_SE,15.185
352,Wind,WY_SW,2.8636e-07
